metric,a,b,n,mean_delta,median_delta,sd_delta,ci95_lo,ci95_hi,cohens_d_paired,n_pos,n_zero,n_neg,cohens_d_unpaired
mean_population,reactive_r,random,100,8.27355,8.399000000000001,2.369120654218021,7.809202351773268,8.737897648226733,3.4922451016876814,100,0,0,4.936569061599388
mean_energy,reactive_r,random,100,26.956077765893365,28.12890691699605,6.690413150610415,25.644756788373723,28.267398743413008,4.029060262658662,98,0,2,5.497326632722925
action_entropy,reactive_r,random,100,-0.0013644187275823239,-0.0019118418884713773,0.0038271005891517933,-0.002114530443056075,-0.0006143070121085724,-0.35651498982019764,28,0,72,-0.49580304598404484
time_to_extinction,reactive_r,random,5,440.2,420.0,294.5338690201859,182.02968090037922,698.3703190996207,1.494564959420103,5,0,0,2.0348283876683575
time_to_extinction_censored,reactive_r,random,100,868.85,894.5,118.33127398976318,845.6570702980065,892.0429297019936,7.342522147400898,100,0,0,10.166503629873912
max_generation,reactive_r,random,100,7.17,7.0,2.490608623033999,6.6818407098853365,7.658159290114663,2.878814412545348,99,1,0,4.0712583857767655
founders_reproducing_count,reactive_r,random,100,3.98,4.0,1.3557211357723231,3.7142786573886246,4.245721342611375,2.935706979099862,99,1,0,4.151716624996372
survived,reactive_r,random_r,100,0.95,1.0,0.2190429135575903,0.9070675889427122,0.9929324110572877,4.337049688440287,95,5,0,6.133514490078261
any_birth,reactive_r,random_r,100,0.93,1.0,0.2564323999762428,0.8797392496046564,0.9802607503953437,3.626686799664005,93,7,0,5.082282239327228
final_population,reactive_r,random_r,100,8.48,9.0,3.641733408999377,7.766220251836122,9.193779748163879,2.3285614424835157,95,5,0,3.293083172779246
births,reactive_r,random_r,100,38.3,37.5,14.782941301897722,35.402543504828046,41.19745649517195,2.5908240598292394,99,1,0,3.6522077896312566
deaths,reactive_r,random_r,100,29.82,29.5,12.034781244208787,27.461182876135076,32.178817123864924,2.4778182000067157,99,1,0,3.4889361780310986
resources_consumed_count,reactive_r,random_r,100,519.74,528.5,148.90303400318453,490.5550053353758,548.9249946646241,3.490459435426175,100,0,0,4.93028539884027
total_energy_final,reactive_r,random_r,100,602.22,631.5,258.7021445523009,551.514379667749,652.925620332251,2.3278508225827688,95,5,0,3.292078204477917
mean_population,reactive_r,random_r,100,8.27148,8.399000000000001,2.3670480933778335,7.807538573697945,8.735421426302056,3.4944283654990733,100,0,0,4.93516950221633
mean_energy,reactive_r,random_r,100,27.881827191667774,28.63368854538116,5.3267176878137015,26.83779052485629,28.92586385847926,5.2343354436550955,99,0,1,7.039177199178623
action_entropy,reactive_r,random_r,100,-0.0013899595296654743,-0.00203964287621905,0.0038354989395196983,-0.002141717321811335,-0.0006382017375196134,-0.36239340737232284,28,0,72,-0.5039297451865928
time_to_extinction,reactive_r,random_r,5,440.2,420.0,294.5338690201859,182.02968090037922,698.3703190996207,1.494564959420103,5,0,0,2.046825725388979
time_to_extinction_censored,reactive_r,random_r,100,871.08,895.0,118.25564500588365,847.9018935788469,894.2581064211532,7.366075420388267,100,0,0,10.235526275937447
time_to_first_birth,reactive_r,random_r,6,-12.333333333333334,-13.5,9.750213672872336,-20.13512913800406,-4.531537528662606,-1.2649295438158363,0,0,6,-0.04935299368048646
max_generation,reactive_r,random_r,100,7.11,7.0,2.4695928589321943,6.625959799649291,7.59404020035071,2.879017071289326,99,1,0,4.0187771857339945
founders_reproducing_count,reactive_r,random_r,100,3.92,4.0,1.3460004352589088,3.6561839146892536,4.183816085310746,2.9123318962716174,99,1,0,4.027191162176986
