seed,controller,ticks,final_population,births,deaths,resources_consumed_count,total_energy_final,mean_population,mean_energy,action_entropy,time_to_extinction,time_to_extinction_censored,time_to_first_birth,max_generation,founders_reproducing_count,survived,any_birth,invalid_action_rate,run_dir,source_csv
58,reactive,1000.0,4.0,0.0,6.0,322.0,2686.0,4.353,370.5780904761905,2.316202557757273,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_58/reactive_seed58_20260815T165920Z,experiments/results/batch100x1000/seed_58/metrics.csv
59,evolutionary,1000.0,0.0,0.0,10.0,0.0,0.0,0.673,37.13611111111111,2.3003765913899925,97.0,97.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_59/evolutionary_seed59_20260815T165921Z,experiments/results/batch100x1000/seed_59/metrics.csv
59,random,1000.0,0.0,0.0,10.0,4.0,0.0,0.614,36.09342991913746,2.3188888736703084,107.0,107.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_59/random_seed59_20260815T165921Z,experiments/results/batch100x1000/seed_59/metrics.csv
59,reactive,1000.0,0.0,0.0,10.0,22.0,0.0,0.907,55.13359325396826,2.3183048364614325,201.0,201.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_59/reactive_seed59_20260815T165921Z,experiments/results/batch100x1000/seed_59/metrics.csv
60,evolutionary,1000.0,0.0,0.0,10.0,6.0,0.0,0.864,44.430223517978625,2.173013095829593,99.0,99.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_60/evolutionary_seed60_20260815T165921Z,experiments/results/batch100x1000/seed_60/metrics.csv
60,random,1000.0,0.0,0.0,10.0,3.0,0.0,0.608,41.34975922953451,2.3197398763557238,90.0,90.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_60/random_seed60_20260815T165921Z,experiments/results/batch100x1000/seed_60/metrics.csv
60,reactive,1000.0,3.0,0.0,7.0,338.0,1975.0,4.983,373.42797023809527,2.313322258957139,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_60/reactive_seed60_20260815T165921Z,experiments/results/batch100x1000/seed_60/metrics.csv
61,evolutionary,1000.0,0.0,2.0,12.0,23.0,0.0,0.912,47.903911834289744,2.1173532763563254,173.0,173.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_61/evolutionary_seed61_20260815T165922Z,experiments/results/batch100x1000/seed_61/metrics.csv
61,random,1000.0,0.0,0.0,10.0,3.0,0.0,0.609,47.40084656084656,2.319210159695716,106.0,106.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_61/random_seed61_20260815T165922Z,experiments/results/batch100x1000/seed_61/metrics.csv
61,reactive,1000.0,3.0,0.0,7.0,297.0,1638.0,4.531,376.8826595238095,2.3178334180112956,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_61/reactive_seed61_20260815T165922Z,experiments/results/batch100x1000/seed_61/metrics.csv
62,evolutionary,1000.0,0.0,1.0,11.0,27.0,0.0,1.156,41.685835931878145,1.9096874834643471,380.0,380.0,,,,0.0,1.0,0.0,experiments/results/batch100x1000/seed_62/evolutionary_seed62_20260815T165922Z,experiments/results/batch100x1000/seed_62/metrics.csv
62,random,1000.0,0.0,0.0,10.0,7.0,0.0,0.667,41.574024943310654,2.3206364084035007,106.0,106.0,,,,0.0,0.0,0.0,experiments/results/batch100x1000/seed_62/random_seed62_20260815T165922Z,experiments/results/batch100x1000/seed_62/metrics.csv
62,reactive,1000.0,1.0,0.0,9.0,167.0,711.0,2.891,415.14579404761906,2.31568507528431,,1000.0,,,,1.0,0.0,0.0,experiments/results/batch100x1000/seed_62/reactive_seed62_20260815T165922Z,experiments/results/batch100x1000/seed_62/metrics.csv
