seed,controller,ticks,final_population,births,deaths,resources_consumed_count,total_energy_final,mean_population,mean_energy,action_entropy,time_to_extinction,time_to_extinction_censored,time_to_first_birth,max_generation,founders_reproducing_count,survived,any_birth,invalid_action_rate,run_dir,source_csv
1,llm,200.0,4.0,0.0,6.0,94.0,1083.0,6.955,151.65266666666668,0.6601193296398855,,200.0,,0.0,0.0,1.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_1/llm_seed1_20260817T062735Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_1/metrics.csv
1,random,200.0,0.0,0.0,10.0,6.0,0.0,3.245,51.16454918032787,2.3192086821868223,123.0,123.0,,0.0,0.0,0.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_1/random_seed1_20260817T062735Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_1/metrics.csv
1,reactive,200.0,3.0,0.0,7.0,60.0,561.0,6.095,122.8449246031746,2.3156266639389345,,200.0,,0.0,0.0,1.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_1/reactive_seed1_20260817T062735Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_1/metrics.csv
2,llm,200.0,5.0,0.0,5.0,87.0,929.0,6.83,124.93613095238095,0.6586950068557413,,200.0,,0.0,0.0,1.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_2/llm_seed2_20260817T064933Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_2/metrics.csv
2,random,200.0,0.0,0.0,10.0,12.0,0.0,3.74,49.109485094850946,2.319660630965333,124.0,124.0,,0.0,0.0,0.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_2/random_seed2_20260817T064933Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_2/metrics.csv
2,reactive,200.0,5.0,0.0,5.0,83.0,824.0,7.245,113.64702380952382,2.311648732751454,,200.0,,0.0,0.0,1.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_2/reactive_seed2_20260817T064933Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_2/metrics.csv
3,llm,200.0,5.0,0.0,5.0,90.0,791.0,7.545,118.12228571428572,0.9150487890319102,,200.0,,0.0,0.0,1.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_3/llm_seed3_20260817T071035Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_3/metrics.csv
3,random,200.0,0.0,0.0,10.0,8.0,0.0,3.41,44.644596560846566,2.3144722503067765,121.0,121.0,,0.0,0.0,0.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_3/random_seed3_20260817T071035Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_3/metrics.csv
3,reactive,200.0,8.0,0.0,2.0,118.0,1244.0,9.03,126.77281944444445,2.312148426069607,,200.0,,0.0,0.0,1.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_3/reactive_seed3_20260817T071035Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_3/metrics.csv
4,llm,200.0,4.0,0.0,6.0,56.0,309.0,6.235,89.54029166666668,0.8954194355301636,,200.0,,0.0,0.0,1.0,0.0,0.0,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_4/llm_seed4_20260817T073412Z,/home/sun/dev/emergence_lab/experiments/results/c3a_qwen38_27b_20x200/seed_4/metrics.csv
