controller,metric,n_runs,n_values,mean,median,sd,ci95_lo,ci95_hi,min,max
reactive_r,survived,100,100,0.68,1.0,0.46882617226215073,0.5881100702366185,0.7718899297633816,0.0,1.0
reactive_r,any_birth,100,100,0.99,1.0,0.1,0.9704,1.0096,0.0,1.0
reactive_r,final_population,100,100,6.28,7.5,4.982960865780403,5.303339670307041,7.256660329692959,0.0,16.0
reactive_r,births,100,100,332.3,332.5,182.38080374797556,296.5533624653968,368.04663753460324,0.0,667.0
reactive_r,deaths,100,100,336.02,335.0,178.1116424373128,301.11011808228665,370.9298819177133,10.0,664.0
reactive_r,resources_consumed_count,100,100,4488.31,4879.0,2193.4462469554223,4058.3945355967376,4918.225464403263,22.0,8113.0
reactive_r,total_energy_final,100,100,459.9,538.0,358.9164529553085,389.55237522075953,530.2476247792405,0.0,1085.0
reactive_r,mean_population,100,100,7.460622999999999,8.0944,3.6249710088107165,6.750128682273099,8.1711173177269,0.0907,13.5301
reactive_r,mean_energy,100,100,72.10574933040064,72.53164849015772,2.804871672713705,71.55599448254875,72.65550417825253,55.13359325396826,75.92220042318793
reactive_r,action_entropy,100,100,2.315906413451365,2.31581532343988,0.001072391294271975,2.315696224757688,2.3161166021450423,2.3123338111562806,2.3191730407305737
reactive_r,time_to_extinction,100,32,4649.90625,4106.5,3194.3420682500387,3543.1231904343585,5756.689309565641,201.0,9726.0
reactive_r,time_to_extinction_censored,100,100,8287.97,10000.0,3080.0201476941706,7684.286051051942,8891.653948948056,201.0,10000.0
reactive_r,time_to_first_birth,100,99,14.565656565656566,4.0,24.926488499210183,9.655452111163871,19.47586102014926,1.0,201.0
reactive_r,max_generation,100,100,46.02,51.0,21.524231118730473,41.80125070072883,50.23874929927118,0.0,87.0
reactive_r,founders_reproducing_count,100,100,3.98,4.0,1.3557211357723231,3.7142786573886246,4.245721342611375,0.0,8.0
evolutionary,survived,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evolutionary,any_birth,100,100,0.32,0.0,0.4688261722621507,0.22811007023661847,0.41188992976338157,0.0,1.0
evolutionary,final_population,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evolutionary,births,100,100,1.15,0.0,3.726441148919923,0.41961753481169506,1.8803824651883048,0.0,29.0
evolutionary,deaths,100,100,11.15,10.0,3.726441148919923,10.419617534811696,11.880382465188305,10.0,39.0
evolutionary,resources_consumed_count,100,100,27.96,10.0,54.562154345926324,17.26581774819844,38.65418225180156,0.0,432.0
evolutionary,total_energy_final,100,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evolutionary,mean_population,100,100,0.11204700000000001,0.0858,0.08363549033415386,0.09565444389450585,0.12843955610549418,0.0626,0.7309
evolutionary,mean_energy,100,100,47.281435718176226,43.92829923946727,9.987656852526328,45.32385497508107,49.23901646127138,33.90243902439025,82.9313112745098
evolutionary,action_entropy,100,100,1.8040255534625276,1.8795646418674905,0.3086437827347113,1.7435313720465242,1.864519734878531,1.0776659201127203,2.3003765913899925
evolutionary,time_to_extinction,100,100,320.35,134.0,361.9663295630876,249.40459940563485,391.2954005943652,95.0,1946.0
evolutionary,time_to_extinction_censored,100,100,320.35,134.0,361.9663295630876,249.40459940563485,391.2954005943652,95.0,1946.0
evolutionary,time_to_first_birth,100,32,47.0,25.0,60.591706022439055,26.006044956057075,67.99395504394292,1.0,224.0
evolutionary,max_generation,100,100,0.53,0.0,1.1673591018736578,0.30119761603276307,0.758802383967237,0.0,8.0
evolutionary,founders_reproducing_count,100,100,0.34,0.0,0.5167888418597165,0.2387093869954956,0.44129061300450445,0.0,2.0
